id_sp,kab_kota_pt,provinsi_pt,akreditasi,nama_singkat,status_pt,nama_pt,jenis_pt,jumlah_prodi,range_biaya_kuliah
8a0LoSrgcb8s28xCCS7cCdMqnN2Q5n33oBkiWZ4opneDDLI26K5kRf3lHM5rOECb562KBA==,Kota Tangerang,Prov. Banten,,STAB DHARMA WIDYA,Aktif,Sekolah Tinggi Agama Buddha Dharma Widya,Agama,1,1.500.000 - 1.500.000
DzwTCLGizJUnojvJqQ_3J8Zq8wAcBtLMvEnmhuD9rp6imNC3KRdIuhpgr9H66sJk-O6VPg==,Kab. Pontianak,Prov. Kalimantan Barat,,,Aktif,Sekolah Tinggi Pertanian Panca Bhakti,Swasta,1,
HxCabsB4cyZIW8dS1x7YGfxm3qFU_fChi5iPNFvCdUl0-cFdHO2liVhxDNcgesilvC0dlw==,Kota Medan,Prov. Sumatera Utara,,,Aktif,Akademi Analis Farmasi Al Islam Yogyakarta,Swasta,1,
eBCDZ_Jl2RWtNpHPi9vbNWHx7Pz752p_w7Ud0QK6dMRRMZ3WUJ_rVJsOKdI4KSzl9YOnkg==,Kota Makassar,Prov. Sulawesi Selatan,Baik,POLINDO,Aktif,Politeknik Indonesia,Swasta,6,
_9GC6kVK3-S5K7HO-n9ZFMfmTx8mB34BSH4obN-96JgQ49ZhDLSLZauWHukw05ItyKOmEQ==,Kota Tangerang,Prov. Banten,,,Tutup,STKIP Arastamar di Tangerang,Swasta,2,
KVLmN_N05-lEsxyp1Llfr3hgbZI3x_ifHuB5LUhTjXmZfB-7gnbiVOMVdIfLvq5JqorcVw==,Kab. Pamekasan,Prov. Jawa Timur,Baik,,Aktif,Sekolah Tinggi Agama Islam Al Mujtama Pamekasan,Agama,5,1.500.000 - 1.500.000
SiOesKo1FWl1hM3WfActE3W0ECC9bDp9S6UH5ncX0o9ljUPO0HWNiYcCL6Z-olQq4c_2VQ==,Kota Pekalongan,Prov. Jawa Tengah,,IAIN Pekalongan,Alih Bentuk,Institut Agama Islam Negeri Pekalongan,Agama,25,
H2-6mfbJLRRUdshB5KVJag8nCcyeIiKFFmNsdSA8EMln2GXVNNiXbzBxD4vNaN0r-Lzghw==,Kab. Badung,Prov. Bali,,STIPAR ,Alih Bentuk,Sekolah Tinggi Pariwisata Triatma Jaya,Swasta,3,
JlKkq1fSBcmTJAxh2dKNsNMcjzrGeBtJd1_xe9nKqN360ZjPTWCMI0ba_ZHKG-b4kt_rSQ==,Kota Pontianak,Prov. Kalimantan Barat,,STT Kalimantan,Aktif,Sekolah Tinggi Teologi Kalimantan ,Agama,3,1.200.000 - 3.450.000
GnorkhwiuFEqKm3b190f-s0xK3g7bEjlxlGMlHLN8080JO0mIKxU5NyWUNXIosZDRPdmsw==,Kota Pagar Alam,Prov. Sumatera Selatan,Baik,STKIP MUHAMMADIYAH,Aktif,STKIP Muhammadiyah Pagaralam,Swasta,3,2.400.000 - 3.000.000
Ko8zmKQajAis5sN21A0ZiYDaXLgNAMsRw6Fc5R0F39jWdpuHAnc5vFxCvSz6j6xarusVcQ==,Kota Makassar,Prov. Sulawesi Selatan,,Akper Reformasi Maka,Aktif,Akademi Keperawatan Reformasi,Swasta,1,
QtaQZQCUlHy_mjiPsabwASgPuVmyqb4jjup359WkIWlqNFUN4ZQw-JmRE_jHRn0QRwIahg==,Kab. Sleman,Prov. D.I. Yogyakarta,Baik Sekali,POLKESYO,Aktif,Poltekkes Kemenkes Yogyakarta,Kedinasan,18,4.700.000 - 8.500.000
Xelo5NcD_GPSxfai2LFypABGPwRoQsE6ZnjF_OwppMe3oKDAy1ZJhR82fFCmCj7SRh4b-w==,Kab. Maluku Tengah,Prov. Maluku,,STP-HS,Alih Bentuk,Sekolah Tinggi Perikanan Hatta-sjahrir,Swasta,2,
wKlLteLuYz7WxdTccEsisdoG7Fpay2_y1WA1J8KbF6d6P-WzNQwQK5vMwFQcExOsx3rayg==,Kota Tidore Kepulauan,Prov. Maluku Utara,Baik,UNIBRAH,Aktif,Universitas Bumi Hijrah Tidore,Swasta,11,1.200.000 - 1.200.000
ROTZUXpOybdyjmiy8C6UVWkHBGtSgSspJ3UX37kDywbtQOKgdD7leOjD8gZbbFbOJdoFow==,Kab. Sleman,Prov. D.I. Yogyakarta,Unggul,UAJY,Aktif,Universitas Atma Jaya Yogyakarta,Swasta,27,0 - 1.437.425.000
YTki5yA-rOa0BpwSRUCQKDneUK3u2WrWo1f1w6NUbFjM2p8GMsyG9Zq3tkmJB3fQQGgcag==,Kota Mataram,Prov. Nusa Tenggara Barat,Baik,AKG MATARAM,Aktif,Akademi Kesehatan Gigi Karya Adi Husada Mataram,Swasta,1,5.000.000 - 5.000.000
AsXf7kSqU7ENTCCVtcOWkpOPp5ygpEzOMtFr5sNnBAmJShTkUJ8nQMDewBs-bnQcNRU9QQ==,Kota Jakarta Selatan,Prov. D.K.I. Jakarta,B,STIKes PERTAMEDIKA,Aktif,Sekolah Tinggi Ilmu Kesehatan Pertamedika,Swasta,5,6.600.000 - 16.500.000
xs1_ny-wa4_lz9azW7UcDwpUk4QWAm72zE5VX6DvMXut42oeRUuEVWRBI9rB09flChMbFQ==,Kota Samarinda,Prov. Kalimantan Timur,,,Tutup,Akademi Sekretari Indonesia Samarinda,Swasta,1,
b2nM2Qh5kTlHewAnsijFfwlCWAFP8Ogk_rFfaXwy5I1VosCdKOgA1WFTpJSraiolJE8anQ==,Kab. Situbondo,Prov. Jawa Timur,Baik,STAI CI,Aktif,STAI Cendekia Insani Situbondo,Agama,3,2.400.000 - 2.400.000
95sA5Gsl-1ef_qJ_UR9lt7wEU-3KkstpYT0XIjbErTnX9-97tLR9eS804XzPILkRNBUACQ==,Kab. Indragiri Hulu,Prov. Riau,,akkes dinkes,Alih Bentuk,Akademi Kesehatan Provinsi Riau,Kedinasan,1,
U5eykjqg1AjaM5SWRf3fglbUw1iyTbTCZ8oBgawXY6ysyomAyNpKNO8tyQVpRTChzxtXTw==,Kab. Lombok Timur,Prov. Nusa Tenggara Barat,,PSL,Aktif,Politeknik Selaparang Lombok,Swasta,3,
20FN2x6Q0HaA0oQif0qBmdO7Sp4OqrwDk96vWlScpwWS_UvDykTQS_nuGV-A1F54tGTIog==,Kab. Tangerang,Prov. Banten,,AMG,Alih Bentuk,Akademi Meteorologi Klimatologi dan Geofisika,Kedinasan,12,
hVK5K-rA_AAKHjXUezJu3oQ30NafaweR-riy1fl6H2UdfnwTghVYNDHiLWkkcvqg8tiqCw==,Kota Padang,Prov. Sumatera Barat,,AKBID-PA,Alih Bentuk,Akademi Kebidanan Puteri Andalas,Swasta,1,
un_HhxSWSz01hI20LBUWa_hYF5EA4Pe-0Vh7Mmq0xv1Zqr1FQfRjPuKFrYEwqmrZTO4_nw==,Kab. Tasikmalaya,Prov. Jawa Barat,Baik,UNCIP,Aktif,Universitas Cipasung Tasikmalaya,Swasta,9,2.400.000 - 3.280.000
OQix9FOl48HlqxCECKGNlJyLmkac0beMU9wZxWbN0t4TYT6fqIr-VwDVbkiL01B99pyEAg==,Kab. Bojonegoro,Prov. Jawa Timur,,STIKES ICSADA BOJONE,Alih Bentuk,STIKES Insan Cendekia Husada Bojonegoro,Swasta,3,
jvALWGtnDhblial1-Sfui8Fk4SzzVHWCy6Bsmeg-uFkMiaxXX1Oe8WZjyNMo9mcSh8IjxA==,Kab. Bengkulu Utara,Prov. Bengkulu,,,Alih Bentuk,Politeknik Kesehatan Provinsi Bengkulu,Kedinasan,3,
SoDYaWyPS6VVZUwYepRKD9Pl692Zyrx5M_A_QVzqT-p3uYUvhBCuKYWcWTFESKzSJgCisg==,Kota Yogyakarta,Prov. D.I. Yogyakarta,,AKES KARYA  HUSADA Y,Alih Bentuk,Akademi Kesehatan Karya Husada Yogyakarta,Swasta,2,
6RMAHoEbchwz3-dAbFHdH757TPneUjzzNyzZfUzeQ13YEJfi0QxcBRWi4E0gU0tAT2RX-g==,Kota Bekasi,Prov. Jawa Barat,,,Tutup,Akademi Teknologi Patriot,Swasta,2,
vUxZ8xW3EVIaYgSCx_ErCKBbmO65lbC8TwYDDFE5vUWYUF6TiFneoXs3JaclE36NERDxAw==,Kota Jakarta Timur,Prov. D.K.I. Jakarta,Baik,IBM asmi,Aktif,Institut Bisnis dan Multimedia Asmi Jakarta,Swasta,12,300.000 - 13.300.000
vQBlJZIcmEcCBuUNbJP0E4BIBJuMDw3aitCTn1W7obGENGrntB4cr2AH9eyBjnDRYg4wQA==,Kab. Bireuen,Prov. Aceh,,AKPER MUH BIREUEN,Alih Bentuk,Akademi Keperawatan Muhammadiyah Bireuen,Swasta,1,
DclJeVjq0W1hgUkIdM3BO0zOoD6lAStVmS9n_n6doJsHphILRUmmH7mAi9BwBPH_txaOxQ==,Kab. Bone,Prov. Sulawesi Selatan,,,Alih Bentuk,STIKES Puangrimanggalatung,Swasta,2,
3OOrMvSH4MbmtJIaSlAuF0ta6pkxiJk8UAoUqPswiNSdBwMHrPWW9Jp0KYs3oRhC9PmrdA==,Kota Ambon,Prov. Maluku,Baik,ITB Stikom Ambon,Aktif,Institut Teknologi dan Bisnis Stikom Ambon,Swasta,8,
H6Rxj-7IqaUOAiZBZ72ok338XX85hCsgQNQh-MWjA4JBL_lRR3Q8pLLkE-tmW-3zo09auw==,Kota Semarang,Prov. Jawa Tengah,,,Alih Bentuk,Akademi Bahasa 17 Agustus 1945 Semarang,Swasta,3,
_-YE5P1gYRY3Bfk5sHXKn9TSluRPVPW7FFdK24iYT-j3au_9PAPlOn2wUh3u0MFkhlMDqQ==,Kab. Jepara,Prov. Jawa Tengah,,,Tutup,Akademi Komunitas Balekambang,Swasta,3,
QVqoQMO264kyN6yGLQDQFtrSDEb_kz3KqNBbcAObwKeeQ4aGbfAezJdtYd8ScR494oUB5A==,Kota Pekanbaru,Prov. Riau,Baik,STIKes PMC,Aktif,STIKES Pekanbaru Medical Center,Swasta,6,
8FTF-Tamfdfb8ZG1TDVZqM0aiBk6njIdjFXL_ZBkGR3aZP022eWb5A-cDFFqyMlpfjgOXQ==,Kota Bandung,Prov. Jawa Barat,Baik,STBA YAPARI-ABA Band,Aktif,Sekolah Tinggi Bahasa Asing Yapari,Swasta,6,
tbWXaDwXEU798P1YajT4dUeJy2tl--ovHXTyJF0nDrGxtOjY-IgsmEx1Ynve8xfbmUUJvg==,Kota. Kotamobagu,Prov. Sulawesi Utara,,Stikes Surifatri,Aktif,Sekolah Tinggi Ilmu Kesehatan Surifatri Kotamobagu,Swasta,1,
YU4u3zvjSaF_k8PNtS6gmKpUTFo_9djTk6NNKz-yyvr5PbNqaNTANibHAHcdnOReEyfzQw==,Kota Padang,Prov. Sumatera Barat,Baik,UNU SUMBAR,Aktif,Universitas Nahdlatul Ulama Sumatera Barat,Swasta,11,750.000 - 2.500.000
g8anrBiGDeZuf_3PHoE9qNmn5pgKPuWWaNpsD4TbMlSfK2IP33Z3E22S39M6ixXoUbv9kQ==,Kab. Grobogan,Prov. Jawa Tengah,Baik,UNAN,Aktif,Universitas An Nuur,Swasta,10,3.500.000 - 8.750.000
FDg6sUBEW5NDpnPTjVOYz7qbTGmTPX_uGF9tDhd06TNLX8a32L3p7NSWO7r_GxdmWJfjbg==,Kota Bandung,Prov. Jawa Barat,Unggul,UIN SGD Bandung,Aktif,Universitas Islam Negeri Sunan Gunung Djati,Agama,79,200.000 - 4.000.000
PvEYE4Rk1Zq4sx9rhQbIpoad2NzJ27JtILS0uJJJcG-nzm6e4ASjpVcGAkX-FEBcBaaPkQ==,Kota Cimahi,Prov. Jawa Barat,Baik,TEDC,Aktif,Politeknik TEDC,Swasta,15,
qlqgHRRp3SlgY-ySKrpl-6lJkehdkoZsyHWuHmI8ZzsNyW3-QoN6LMM-4f_dWSIKOSnJzA==,Kab. Bogor,Prov. Jawa Barat,Baik,STIE Dewantara,Aktif,Sekolah Tinggi Ilmu Ekonomi Dewantara,Swasta,1,
aCnpggcv2wiCB2XTgUTbRLTwCU9QqZk10d2CExmGWSyoGpfS7fcke3hyX3dDrezDsQTScg==,Kota Makassar,Prov. Sulawesi Selatan,Baik,STAI DDI Makassar,Aktif,"STAI DDI Kota Makassar, Sulawesi Selatan",Agama,3,
6yFAkFLL-WxPzFJaQw7HlpCnFabcvAAD1kF2rblS0tYUs3xZPL4sXh8hv3jcidO5pVtrCQ==,Kab. Nias Selatan,Prov. Sumatera Utara,Baik Sekali,UNIRAYA,Aktif,Universitas Nias Raya,Swasta,13,50.000 - 5.000.000
5feY3JoIS2QzYwCzAqn8GBOEVf08DpcmwKPZbPfNWfMmq6WAp1yMOhWLxNUzCA88uDvu4A==,Kab. Sleman,Prov. D.I. Yogyakarta,,PMSD,Alih Bentuk,Politeknik Mekatronika Sanata Dharma,Swasta,4,
IRYb_deAm6OL24WRlezNsZ1vujSlSG-BqdFCPtxsjVVmkqBFX5OLesV8bk6exFye5RHWXg==,Kota Batam,Prov. Kepulauan Riau,,STIDKI AL-AZIZ BATAM,Aktif,STIDKI Al-AZIZ Batam,Agama,5,
FSUHhdngRqCRyD_VLThSfNcSkxsj7GTfgb7L3qigSKxA0pWeCpHIq3VH5OW46MKLQ_rHCA==,Kota Samarinda,Prov. Kalimantan Timur,,STIESAM,Aktif,Sekolah Tinggi Ilmu Ekonomi Samarinda,Swasta,1,2.400.000 - 2.400.000
1zHFw4t3UZQYS1Y5OCqX8WRR-UvNkWQnz_H-ISmx5Ih6OMH4DHyciynqFDZqQl_L5nwnhA==,Kab. Sikka,Prov. Nusa Tenggara Timur,B,UNIPA,Aktif,Universitas Nusa Nipa,Swasta,24,1.400.000 - 3.320.000
71GkQucOrcIIVK2oiFQp8_F1jCGdeZfOQfU5C9oei1pXPQ3evog1DFR-dQXHlbir6V-54Q==,Kota Makassar,Prov. Sulawesi Selatan,Baik,UNPACTI,Aktif,Universitas Pancasakti,Swasta,10,2 - 9.000.000
4IUGsE3QmeaouiNBIGF4vD15Av8Y6lFSW8pbhVB8nfgC5ezB5aUeED6jjMawK0RrwkRDxw==,Kab. Pamekasan,Prov. Jawa Timur,B,Unira,Aktif,Universitas Madura,Swasta,20,2.500.000 - 2.500.000
SyO5jPsG2esBF9lfvlUVOeAkJa-ylBbI605uTQHm_OkldIUXw4Q995JDGYdDvKwyeAi11A==,Kota Pekanbaru,Prov. Riau,,,Aktif,Akademi Kebidanan Laksamana,Swasta,1,
GCwtpK2_szp9fKgqQwil8jG-N_-6LA4FLZTIPojK83sZA1g0CnAZfNHWXP1M46FJfcT--w==,Kab. Deli Serdang,Prov. Sumatera Utara,,STT GMI,Aktif,Sekolah Tinggi Teologi Gereja Methodist Indonesia Bandar Baru ,Agama,2,7.000.000 - 7.000.000
4qn-LWWgfkUPE66Qy9sqWaQP6tWp1kIK1UohDGIeA4GTdHbf52Ai2WKSk9gC-JJQUZ4WuA==,Kab. Sukoharjo,Prov. Jawa Tengah,Unggul,UMS.,Aktif,Universitas Muhammadiyah Surakarta,Swasta,91,112.500 - 72.000.000
OF1YbJoYKGDGCVp-yr8khppU3Qqhy69AD07U-6ezcZ0YZxpsttBrj2gD2V_s5WcW3N96Tg==,Kab. Melawi,Prov. Kalimantan Barat,Baik,STKIP Melawi,Aktif,Sekolah Tinggi Keguruan dan Ilmu Pendidikan Melawi,Swasta,6,3.050.000 - 3.550.000
0-7TMuRkZroIoLNmOpZDoITAYfN6dzPyLFdtCnsKYBf_SKy4Erh39rOoSlNOjheMfdv7yQ==,Kota Tangerang,Prov. Banten,B,UMT,Aktif,Universitas Muhammadiyah Tangerang,Swasta,37,500.000 - 60.000.000
87I4O96gQQoPnqI7nd5oxNcfvFdJS8A3ODNT9hNvYSYMIpA_lt_YwrpG7R4gU3kagEpKPA==,Kota Medan,Prov. Sumatera Utara,,ATII,Aktif,Akademi Teknologi Industri Immanuel,Swasta,3,
yxOXL5-xb9YyD7LrM78xNyaZyYz8GZe-bjxEb0qu9QidKI7xw6OLcwe08xTB0x3efKA5yA==,Kab. Tasikmalaya,Prov. Jawa Barat,,STAIMU,Aktif,STAI Miftahul Ulum Tasikmalaya,Agama,2,
S6PwX1wZtimkI4x1zeX9Dh1phTteYkLWhaYyuNjlcQ6jLh3w0cXRnnVRufCFySXvyBd9EA==,Kab. Tangerang,Prov. Banten,,AMIK BSI TANGERANG,Alih Bentuk,AMIK BSI Tangerang,Swasta,2,
rAzUI70dvMby1mAh0I2cQkUMWRiY1IB6ooThCed4TopvqJb3GtvNtGGs3d8S9ZDlWtXZnQ==,Kota Surabaya,Prov. Jawa Timur,,STT Pukat,Alih Bentuk,Sekolah Tinggi Teologi Pukat Surabaya,Agama,2,
7QwVMFJEBYG9g_PHoVQVxJ_ml788GZjGY-kiB34Oe-jIRG41qXBx9mSHoDcxvaz01Hma7w==,Kab. Sumenep,Prov. Jawa Timur,,STAINAS,Aktif,Sekolah Tinggi Agama Islam Nasy'atul Muta'allimin,Agama,2,
WA0IPZD6t6aE398imSrLcuunqx5nU9GquVWQE7xXrET0ynGc3lFaSansH8R8BHnrwk4qWQ==,Kota Kediri,Prov. Jawa Timur,Baik,IAIT,Alih Bentuk,Institut Agama Islam Tribakti (IAIT) Kediri,Agama,12,
f27OpDpnpf3dxNzmBuUsSLXFq7QtLnMdiQMmYPf9o0jh95gjNtoTkCNPcKpbqjDxUTpWjQ==,Kota Padang,Prov. Sumatera Barat,,STAI YKI SUMBAR,Aktif,"STAI Yayasan Kebangkitan Islam (YKI) Sumatera Barat, Padang",Agama,3,
13rqXlyY1lXL7KfncUEiOU8rv-KXofP0dWAvxVFtRGHaXUEQBitI_bXRVXRV5rLOWog75w==,Kota Mataram,Prov. Nusa Tenggara Barat,,UNMAS MATARAM,Alih Bentuk,Universitas Mahasaraswati Mataram,Swasta,5,
vzxnrwmI-wMkPDFLbcb4dFQBhfDmieRSkJ1VpnVijCgXdhmnSex6tv5eA1GmJQBa2fBULg==,Kota Makassar,Prov. Sulawesi Selatan,,,Alih Bentuk,AKTEK Radiodiagnostik & Radioterapi Muhammadiyah,Swasta,1,
ZO5Bubt5q9pePRrDprOFjjbEJnsRHD6egWWNhg4rqx-oW294Sdo4XPlTGdG-vY2WnzU3EQ==,Kota Kupang,Prov. Nusa Tenggara Timur,Baik,APS Kupang,Aktif,Akademi Pekerjaan Sosial Kupang,Swasta,1,
3GmltIxl7vvlHgdkoDMAH2cPgs8ss3Tb1ZE0UdL2X5wRt1j_lZQfWtyNx8iZ9cS7iPd-eg==,Kab. Sumedang,Prov. Jawa Barat,Baik,STAI SAS,Aktif,STAI Sebelas April Sumedang,Agama,2,
-0ecCu2jEppbgFGPC-WqIWsofSE2vdKDqhoVzl0MtOtJYTF79xhMCDH2n9pWXj_I96PLZA==,Kota Jakarta Pusat,Prov. D.K.I. Jakarta,Baik,,Aktif,Sekolah Tinggi Ilmu Ekonomi Jayakarta,Swasta,4,
gxTeSpCOHbzQqAHQtda90lESlR6AbtH7kxI8OkclWPRY8jj8ETWb2zZQ245fGhpEw-QcOA==,Kab. Sleman,Prov. D.I. Yogyakarta,B,"STMM ""MMTC""",Aktif,"Sekolah Tinggi Multi Media ""MMTC"" Yogyakarta ",Kedinasan,6,150.000 - 4.625.000
huFIZZFTEtZnjSSB2jamPdKlPcNv8UMBdADoL12AfoneHXZYAa7-jaFdSoiyetcPojXvhw==,Kota Cimahi,Prov. Jawa Barat,Baik,STIA CIMAHI,Aktif,Sekolah Tinggi Ilmu Administrasi Cimahi,Swasta,2,2.400.000 - 4.000.000
J8Zm_f0alsk6a8NxNXWLEgqxXVyKXfyTReFW96Lzxw1rfJQadorLU3dlXANH9EGWZWSoGg==,Kab. Pringsewu,Prov. Lampung,,STIKes Aisyah Prings,Alih Bentuk,STIKES Aisyah Pringsewu,Swasta,5,
cxoMLzGw_o38QipMYcqgX0uZZRGk3KDQ6er3NorwuEdzaLH6kgFF8l38GKMLWMDxaefNOA==,Kota Yogyakarta,Prov. D.I. Yogyakarta,,,Aktif,STT Berita Kitab Wahyu International,Agama,3,
uxRHC0fQn_9bPylkW0Aw_mrzXfDoXsvhkYpcUTc8nJpbtWNA00n5k9HmCNGnnUJ_xU_5Uw==,Kab. Bangkalan,Prov. Jawa Timur,,STIKES ISA,Pembinaan,STIKES Insan Se Agung,Swasta,2,
_wZo0wWO_iGR7AYLKY-zOthPiPtxpYTeBB_K4GljWBQCDcuEISbfH68X8FQMSK01l0EK6w==,Kota Jayapura,Prov. Papua,,UPMJ,Aktif,Universitas Papua Madani Jayapura,Swasta,5,
pxoSBmOvxZhKFXWpT9-wfSPI6cZRJgqim6Jeoby_XfB4syyWjQMU-fc8OIN6HOUWp68yxw==,Kab. Sidenreng Rappang,Prov. Sulawesi Selatan,Baik Sekali,UMS Rappang,Aktif,Universitas Muhammadiyah Sidenreng Rappang,Swasta,20,4 - 8.000.000
fzqvlXlH0c6v8c_aXryFhVePkmSry4agxRixExnUKr_DpQLiq0jfsj51TFvc16drHOXydg==,Kab. Sleman,Prov. D.I. Yogyakarta,Baik,STTNI,Aktif,Sekolah Tinggi Theologia Nazarene Indonesia,Agama,3,
hsoxQtvHElgYMsRVmXAiEKuyi3Dx3-EIE5WPTLjj7pH_-aePsRqY19gzejEJQRJu8vEdPA==,Kota Jakarta Pusat,Prov. D.K.I. Jakarta,B,,Aktif,Politeknik APP Jakarta,Kedinasan,3,3.850.000 - 3.850.000
TyFK0vm7-Xwo_znniJuZugDE7uIQ9E9_0w1qjLeIGqf17qk24DKFAVBbb0gDe-8ShlW6lA==,Kota Bogor,Prov. Jawa Barat,,STIEBN,Alih Bentuk,Sekolah Tinggi Ilmu Ekonomi Binaniaga,Swasta,2,
LJnx8LUmpznFA-GdKkLqWWLimgZf36d32oOYwrfD_sre_ycXXI1W4vjvJQFY3OrdnkHBmw==,Kota Jambi,Prov. Jambi,,,Alih Bentuk,Akademi Keperawatan Prima Jambi,Swasta,1,
UlEUn5J1TvD4XQvinL-teo5GA7sngJ_akYUGmbYNIQYFLobbumLVyO30T0n-3RTtvozAnw==,Kota Batu,Prov. Jawa Timur,,STK SPI,Tutup,Sekolah Tinggi Kewirausahaan Selamat Pagi Indonesia,Swasta,1,
DqcLfxgfFrKEnkspUBbm8EyAxWgiGJ8-BrY2TZZYgsBRNxtkESG45FwdrNtDUEJ3oIOCzg==,Kota Mataram,Prov. Nusa Tenggara Barat,,STTII-Lombok,Aktif,Sekolah Tinggi Theologia Injili Indonesia Lombok,Agama,1,
PeFErr8UXhGVm9qRVtq5CrjVnGaRNPCG-VtRR2gOIbRZN0HErWkMslWG4WyKVT4-aQKU-A==,Kota Palopo,Prov. Sulawesi Selatan,Baik,ATI Dewantara,Aktif,Akademi Teknologi Industri Dewantara Palopo,Swasta,3,
oFQ2qbuoX-1HH3xGdvJOdepBNzsywqcRiHO5rIEjhjrXm70rjom_PMhr8GI3dY-OAPVq3A==,Kota Tangerang,Prov. Banten,,,Alih Bentuk,Akademi Bahasa Asing Budhi Tangerang,Swasta,1,
vhqNWCR9gRYDlpEjv8ZxXxzBViRO6ROzOJwtWvMZ4lcGMRtRsGOr6wt7IcRXUEtwdNFN6w==,Kab. Bandung Barat,Prov. Jawa Barat,,STT MTS,Aktif,Sekolah Tinggi Teologi Misi Tuaian Semesta Bandung,Agama,1,600.000 - 2.200.000
z7epR2rNI0t4JbSO5_GSH3WDNcIU90YLOOXUCHKGESG0XBMe8OazQe25NlqR4zkhmK_mrA==,Kota Bandung,Prov. Jawa Barat,B,POLTEKES TNI AU Cium,Aktif,Politeknik Kesehatan TNI-AU Ciumbuleuit,Swasta,3,
XCeTL0ocMQlnSIGAAYYqVfOYEY8Ks--e7uWt6PV01M-OIe3XA9yqwJhfjA_bHDOGqm1kFw==,Kota Cimahi,Prov. Jawa Barat,B,UNJANI,Aktif,Universitas Jenderal Achmad Yani,Swasta,49,1.092.500 - 28.536.000
YxrjDsUm6G4MOuHat_m0kvT680rwoCmDRVNuzA4aQ_OWjLQhGyBUTBWgjmu1iW4F67wqvg==,Kota Pekanbaru,Prov. Riau,Baik,AL-AZHAR,Aktif,STAI Al-Azhar Pekanbaru,Agama,3,1.875.000 - 1.875.000
oSgxuDgyrne8hAYeex67dTY0iGjy1txfibCDW6vQKU85Lw0q9U15ruhA_i29_YkKFa1sDA==,Kab. Merauke,Prov. Papua,Baik,STIA KARYA DHARMA ME,Aktif,Sekolah Tinggi Ilmu Administrasi Karya Dharma Merauke,Swasta,2,
iG_nDUEi9mDoOFi3dEICeQSjvLtFQE9YSTzVJ7p_vEHnH5meaquB_sv63PO3Cqn8FGiRog==,Kab. Karo,Prov. Sumatera Utara,,,Aktif,Sekolah Tinggi Teologi Perjanjiannya Kabanjahe,Agama,1,
K_K5pm9Fr_VGPhpyHNLiHWmyjolFqbn4hA5bHVci1IaqR_UHyKtrccNbK4T1vBrUYQKxBw==,Kota Denpasar,Prov. Bali,,STIBA Saraswati Denp,Alih Bentuk,Sekolah Tinggi Bahasa Asing Saraswati,Swasta,4,
8jjsm_rs1v572sQ7-zIJdX-FfkiC1vyAMXbBmYFVyvFtxlJ7LuxRckENivh_oofw-ZdArA==,Kab. Karanganyar,Prov. Jawa Tengah,Baik,Torsina,Aktif,Sekolah Tinggi Teologi Torsina,Agama,2,
Oud4ao2ogwyfQx21THfHtEpoGtc5I1Y5nPm0Le-3acMr1mYU4dSM0Sgu3-eQMWfEbuTHtA==,Kab. Serang,Prov. Banten,,,Alih Bentuk,Sekolah Tinggi Teknologi Banten Jaya,Swasta,3,
TdfKCMJf4WAMfXzPhfKHV5iaANg-AOQCLdBBDndN7JSQoWBQ1vYFCJCGJQQLWyFxGlO2VA==,Kab. Jember,Prov. Jawa Timur,B,UIN KHAS JEMBER,Aktif,Universitas Islam Negeri Kiai Haji Achmad Siddiq Jember,Agama,39,100.000 - 8.000.000
PYf-gw72QXUg3YWFenPExOMRW68Mv73WOTEKd_Swg1K0BNMRdGnQCqBh8PDD-dudH28AIw==,Kab. Seram Bagian Timur,Prov. Maluku,Baik,,Aktif,STKIP Ita Wotu Nusa,Swasta,3,
srXKJAKVrJvwrE2M9zkdAEHuQO05-FaQDJyuKMTn5eDpjNLfIy6xZ30UMxOL0SME_23-zw==,Kab. Pamekasan,Prov. Jawa Timur,Baik,STAIFA Pamekasan,Aktif,Sekolah Tinggi Agama Islam Al Falah Pamekasan,Agama,3,
CKOh0ZunW6CO1E5ZNhEWI2yVo2dr-KVyTH7rWRXKPYm4BjMaRQOtgmTPlMMHf49sRw2SyA==,Kab. Aceh Barat,Prov. Aceh,,UTU,Alih Bentuk,Universitas Teuku Umar Meulaboh,Swasta,13,
kFJbWnIoY03ywBguEPZUWV9uuplc_P75LkweESyhCi4_KXesFwXgkEaDia4rtE5HEBt4ig==,Kota Jakarta Utara,Prov. D.K.I. Jakarta,,,Aktif,Akademi Keperawatan Harum,Swasta,1,6.900.000 - 6.900.000
HkP4LlKwAKeXcOKYeMVnGk7x3Ev7bHCpujyyDAsjFoQ9XDWDPtxj-WUg_2gOF_Kv7wDJUw==,Kab. Gresik,Prov. Jawa Timur,,,Alih Bentuk,STKIP Qomaruddin Gresik,Swasta,2,
-tdporqv-YJDsxidsFSS1D5o7G-ilh9fMztMUExX00slzclYbnJcolnJQYYz-ivKvgGOYQ==,Kab. Mimika,Prov. Papua,Baik,,Aktif,Sekolah Tinggi Teologi Russel Timika,Agama,2,
XrXXkSbj5rADVDJ82pimz4shXkInOe-jq0aEBE45sYEzxUbC2fO9eAMY91NVXoS4EqsFqQ==,Kab. Sleman,Prov. D.I. Yogyakarta,Baik,STPI BIM Yogyakarta,Aktif,Sekolah Tinggi Pendidikan Islam (STPI) Bina Insan Mulia Yogyakarta,Agama,2,18.000 - 2.800.000
